HAND;[{'01058': 2.2154083994216567}, {'01146': 4.430816798843313}, {'01168': 2.2154083994216567}]
PASSIVE;[{'01090': 5.529429087511423}]
GELS;[{'01085': 4.836281906951478}, {'01210': 4.836281906951478}]
PHOSPHATASE;[{'01193': 1.0756146648391258}, {'01029': 1.0756146648391258}, {'01068': 1.0756146648391258}, {'01141': 1.0756146648391258}, {'01139': 1.0756146648391258}, {'01146': 3.2268439945173775}, {'01148': 1.0756146648391258}, {'01137': 1.0756146648391258}, {'01127': 2.1512293296782516}, {'01160': 1.0756146648391258}]
GO;[{'01162': 5.529429087511423}]
ENTRY;[{'00985': 5.529429087511423}]
AUTOMATIC;[{'01120': 5.529429087511423}]
SEVERITY;[{'01039': 1.666102255087602}, {'00985': 1.666102255087602}, {'01073': 1.666102255087602}, {'01112': 3.332204510175204}, {'01043': 1.666102255087602}, {'01083': 3.332204510175204}, {'01060': 1.666102255087602}, {'01099': 1.666102255087602}, {'01151': 1.666102255087602}]
ENVIRONMENT;[{'01017': 5.529429087511423}]
COLONIZED;[{'01112': 5.529429087511423}]
MAY;[{'00998': 0.3805239755697381}, {'01084': 0.3805239755697381}, {'01003': 0.3805239755697381}, {'01100': 0.3805239755697381}, {'01026': 0.3805239755697381}, {'01087': 0.3805239755697381}, {'01062': 0.3805239755697381}, {'01183': 1.1415719267092144}, {'01048': 0.7610479511394762}, {'01107': 0.3805239755697381}, {'01105': 0.3805239755697381}, {'01103': 0.7610479511394762}, {'01101': 0.3805239755697381}, {'01009': 0.3805239755697381}, {'01231': 0.7610479511394762}, {'00985': 0.3805239755697381}, {'01237': 0.3805239755697381}, {'01000': 0.3805239755697381}, {'01001': 0.3805239755697381}, {'01086': 0.3805239755697381}, {'01164': 0.3805239755697381}, {'01224': 0.3805239755697381}, {'01082': 0.3805239755697381}, {'01083': 0.3805239755697381}, {'01220': 0.3805239755697381}, {'01144': 0.3805239755697381}, {'01121': 0.3805239755697381}, {'01120': 0.3805239755697381}, {'01149': 1.1415719267092144}, {'01092': 0.3805239755697381}, {'01169': 0.7610479511394762}, {'01160': 0.3805239755697381}, {'01162': 0.3805239755697381}, {'01077': 0.3805239755697381}, {'01195': 0.3805239755697381}, {'01196': 0.3805239755697381}, {'00991': 0.3805239755697381}, {'00999': 0.3805239755697381}, {'01116': 1.1415719267092144}, {'01099': 0.3805239755697381}, {'01017': 0.3805239755697381}, {'01016': 0.3805239755697381}, {'01037': 0.3805239755697381}, {'01035': 0.3805239755697381}, {'01176': 0.3805239755697381}, {'01174': 0.3805239755697381}, {'01175': 0.3805239755697381}, {'01172': 0.3805239755697381}, {'01216': 0.3805239755697381}, {'01170': 0.3805239755697381}, {'01171': 0.3805239755697381}, {'01131': 0.3805239755697381}, {'01136': 0.3805239755697381}, {'01238': 1.5220959022789524}, {'01090': 0.3805239755697381}]
DISCRIMINATION;[{'01148': 4.836281906951478}, {'01127': 4.836281906951478}]
FOLLOWING;[{'00994': 1.8688348091416842}, {'01160': 1.8688348091416842}, {'01092': 1.8688348091416842}, {'01121': 1.8688348091416842}, {'01131': 1.8688348091416842}, {'01151': 3.7376696182833684}]
PRIMARY;[{'01111': 1.8688348091416842}, {'01119': 3.7376696182833684}, {'01177': 1.8688348091416842}, {'01093': 1.8688348091416842}, {'01059': 1.8688348091416842}, {'01148': 1.8688348091416842}]
ELEVATED;[{'01105': 1.4822398650249433}, {'01028': 1.4822398650249433}, {'00981': 1.4822398650249433}, {'01000': 1.4822398650249433}, {'01198': 1.4822398650249433}, {'01085': 1.4822398650249433}, {'01046': 2.9644797300498866}, {'01047': 1.4822398650249433}, {'01057': 1.4822398650249433}, {'01058': 1.4822398650249433}, {'01075': 1.4822398650249433}, {'01183': 1.4822398650249433}, {'01178': 2.9644797300498866}]
INTESTINAL;[{'01119': 1.3066637250257742}, {'01017': 3.919991175077323}, {'01103': 1.3066637250257742}, {'01173': 1.3066637250257742}, {'00983': 1.3066637250257742}]
STABILITY;[{'01139': 4.430816798843313}, {'01055': 2.2154083994216567}, {'01127': 2.2154083994216567}]
PERSON;[{'01040': 5.529429087511423}]
NEAR;[{'01006': 4.836281906951478}, {'01085': 2.418140953475739}]
THERAPY;[{'01189': 0.5678331373724853}, {'01188': 1.1356662747449706}, {'01048': 0.5678331373724853}, {'01065': 0.5678331373724853}, {'01066': 0.5678331373724853}, {'01180': 2.2713325494899412}, {'01165': 1.703499412117456}, {'01101': 1.1356662747449706}, {'01086': 0.5678331373724853}, {'01227': 0.5678331373724853}, {'01223': 0.5678331373724853}, {'01080': 0.5678331373724853}, {'01078': 0.5678331373724853}, {'01071': 1.1356662747449706}, {'00993': 1.703499412117456}, {'01111': 0.5678331373724853}, {'01112': 1.1356662747449706}, {'00997': 0.5678331373724853}, {'00994': 1.1356662747449706}, {'01015': 0.5678331373724853}, {'01017': 0.5678331373724853}, {'01034': 0.5678331373724853}, {'01234': 2.2713325494899412}, {'01090': 0.5678331373724853}, {'01093': 1.1356662747449706}, {'01218': 1.703499412117456}]
INFLAMMATION;[{'00988': 4.836281906951478}, {'01171': 4.836281906951478}]
PRECIPITATING;[{'01049': 5.529429087511423}]
MEANINGFULLY;[{'01083': 5.529429087511423}]
UNFAVORABLE;[{'01065': 5.529429087511423}]
PROPERTY;[{'01167': 5.529429087511423}]
HOSLIS;[{'01127': 5.529429087511423}]
MAN;[{'01175': 5.529429087511423}]
RESIDUE;[{'01221': 5.529429087511423}]
FUNCTION;[{'01041': 0.2904173608635633}, {'01047': 1.1616694434542532}, {'01045': 0.2904173608635633}, {'01062': 0.2904173608635633}, {'01067': 0.2904173608635633}, {'01008': 0.2904173608635633}, {'01234': 0.5808347217271266}, {'01006': 0.2904173608635633}, {'01003': 0.8712520825906899}, {'01195': 0.2904173608635633}, {'01165': 0.5808347217271266}, {'01084': 0.2904173608635633}, {'01081': 0.5808347217271266}, {'01149': 0.5808347217271266}, {'01162': 0.5808347217271266}, {'01078': 0.2904173608635633}, {'01077': 0.2904173608635633}, {'01075': 0.2904173608635633}, {'01074': 0.2904173608635633}, {'01073': 0.5808347217271266}, {'01206': 0.5808347217271266}, {'01071': 0.5808347217271266}, {'01197': 0.5808347217271266}, {'01110': 0.5808347217271266}, {'01112': 0.2904173608635633}, {'01038': 1.1616694434542532}, {'00994': 0.5808347217271266}, {'01212': 0.2904173608635633}, {'01172': 0.2904173608635633}, {'01159': 0.2904173608635633}, {'01214': 0.2904173608635633}, {'01156': 0.2904173608635633}, {'01151': 2.032921526044943}]
INAPPROPRIATE;[{'01129': 5.529429087511423}]
NORMAL;[{'01016': 0.33506293166338047}, {'01202': 0.6701258633267609}, {'01078': 0.16753146583169023}, {'01058': 0.16753146583169023}, {'00998': 0.16753146583169023}, {'01068': 0.16753146583169023}, {'01043': 0.33506293166338047}, {'01236': 0.16753146583169023}, {'01027': 0.16753146583169023}, {'01046': 0.16753146583169023}, {'00982': 0.16753146583169023}, {'01191': 0.16753146583169023}, {'01203': 0.16753146583169023}, {'01169': 0.16753146583169023}, {'01183': 0.5025943974950707}, {'01029': 0.33506293166338047}, {'01181': 0.16753146583169023}, {'01210': 0.16753146583169023}, {'01107': 0.16753146583169023}, {'01106': 0.16753146583169023}, {'01105': 0.16753146583169023}, {'01100': 0.16753146583169023}, {'01064': 0.5025943974950707}, {'01004': 0.5025943974950707}, {'01161': 0.33506293166338047}, {'01002': 0.33506293166338047}, {'00981': 0.16753146583169023}, {'01109': 0.16753146583169023}, {'00983': 0.33506293166338047}, {'01165': 0.33506293166338047}, {'01134': 0.33506293166338047}, {'01141': 0.16753146583169023}, {'01175': 0.16753146583169023}, {'01208': 0.33506293166338047}, {'01209': 0.16753146583169023}, {'01081': 0.33506293166338047}, {'01121': 0.16753146583169023}, {'01007': 0.16753146583169023}, {'01149': 0.16753146583169023}, {'01148': 0.33506293166338047}, {'01200': 0.16753146583169023}, {'01124': 0.33506293166338047}, {'01127': 0.16753146583169023}, {'01126': 0.16753146583169023}, {'01207': 0.5025943974950707}, {'01160': 0.16753146583169023}, {'01000': 0.16753146583169023}, {'01198': 0.33506293166338047}, {'01053': 0.5025943974950707}, {'01028': 0.16753146583169023}, {'01056': 0.33506293166338047}, {'01077': 0.16753146583169023}, {'01076': 0.16753146583169023}, {'01075': 0.16753146583169023}, {'01173': 0.33506293166338047}, {'01206': 1.1727202608218317}, {'01196': 0.16753146583169023}, {'01110': 0.16753146583169023}, {'01039': 0.16753146583169023}, {'01038': 0.16753146583169023}, {'01019': 0.16753146583169023}, {'01020': 0.33506293166338047}, {'00994': 0.16753146583169023}, {'01014': 0.16753146583169023}, {'01030': 0.16753146583169023}, {'01037': 0.33506293166338047}, {'01237': 0.6701258633267609}, {'01139': 0.16753146583169023}, {'01231': 0.16753146583169023}, {'01230': 0.16753146583169023}, {'01171': 0.33506293166338047}, {'01132': 0.16753146583169023}, {'01155': 0.16753146583169023}, {'01156': 0.16753146583169023}, {'01157': 0.16753146583169023}, {'01137': 0.16753146583169023}, {'01178': 0.16753146583169023}, {'01021': 0.16753146583169023}]
EXPLANTS;[{'01026': 1.6120939689838258}, {'01207': 4.836281906951478}]
DOUBTS;[{'00999': 5.529429087511423}]
MICROBIAL;[{'00993': 5.529429087511423}]
GENERALIZATION;[{'01083': 5.529429087511423}]
VOLUME;[{'01110': 0.35267236080115166}, {'01038': 0.35267236080115166}, {'01212': 0.35267236080115166}, {'01006': 0.7053447216023033}, {'01099': 0.35267236080115166}, {'01002': 1.4106894432046067}, {'01003': 2.8213788864092133}, {'01199': 1.4106894432046067}, {'01237': 0.7053447216023033}, {'01208': 0.35267236080115166}, {'01047': 0.35267236080115166}, {'01046': 0.7053447216023033}, {'01149': 1.058017082403455}, {'01183': 0.35267236080115166}, {'01067': 0.7053447216023033}]
ESTER;[{'01239': 5.529429087511423}]
ULTRASONIC;[{'01151': 5.529429087511423}]
GROUPS;[{'01170': 5.529429087511423}]
KAMARYT;[{'01206': 5.529429087511423}]
CARBON;[{'01046': 5.529429087511423}]
RAISE;[{'01170': 5.529429087511423}]
HYDROGEN;[{'01167': 5.529429087511423}]
SYSTEM;[{'00992': 0.9189467884238807}, {'01207': 1.8378935768477613}, {'01045': 0.9189467884238807}, {'01013': 0.9189467884238807}, {'01143': 0.9189467884238807}, {'01199': 0.9189467884238807}, {'01092': 0.9189467884238807}, {'01222': 2.7568403652716422}, {'01214': 1.8378935768477613}, {'01204': 1.8378935768477613}, {'01076': 0.9189467884238807}, {'01156': 0.9189467884238807}, {'01157': 0.9189467884238807}, {'01200': 1.8378935768477613}, {'01185': 0.9189467884238807}, {'01152': 0.9189467884238807}]
AROUND;[{'00984': 5.529429087511423}]
EXHIBIT;[{'01201': 4.836281906951478}, {'01181': 4.836281906951478}]
COMPARED;[{'00998': 0.8841144859089304}, {'01025': 0.8841144859089304}, {'01026': 0.8841144859089304}, {'01041': 0.8841144859089304}, {'01020': 1.7682289718178608}, {'01047': 1.7682289718178608}, {'01044': 1.7682289718178608}, {'01060': 1.7682289718178608}, {'01062': 0.8841144859089304}, {'01143': 0.8841144859089304}, {'01107': 0.8841144859089304}, {'01213': 1.7682289718178608}, {'01003': 0.8841144859089304}, {'01129': 0.8841144859089304}, {'01167': 0.8841144859089304}, {'01207': 0.8841144859089304}, {'01200': 1.7682289718178608}, {'01201': 0.8841144859089304}, {'01202': 0.8841144859089304}, {'01229': 0.8841144859089304}, {'01215': 1.7682289718178608}, {'01053': 0.8841144859089304}, {'01057': 0.8841144859089304}, {'01056': 0.8841144859089304}, {'01058': 0.8841144859089304}, {'01075': 1.7682289718178608}, {'01073': 0.8841144859089304}, {'01196': 0.8841144859089304}, {'01197': 1.7682289718178608}, {'00993': 0.8841144859089304}, {'01038': 0.8841144859089304}, {'01019': 0.8841144859089304}, {'00995': 0.8841144859089304}, {'01043': 0.8841144859089304}, {'01239': 0.8841144859089304}, {'01016': 0.8841144859089304}, {'01035': 0.8841144859089304}, {'01235': 0.8841144859089304}, {'01138': 0.8841144859089304}, {'01172': 0.8841144859089304}, {'01173': 1.7682289718178608}, {'01170': 0.8841144859089304}, {'01136': 0.8841144859089304}]
PROBABILITY;[{'00996': 4.836281906951478}, {'00995': 4.836281906951478}]
PSEUDOMINAS;[{'01078': 5.529429087511423}]
COMPLIANCE;[{'01038': 5.529429087511423}]
INTERNAL;[{'01047': 5.529429087511423}]
COMPARES;[{'01202': 5.529429087511423}]
COMBINED;[{'01090': 4.143134726391533}, {'01220': 4.143134726391533}, {'01057': 4.143134726391533}, {'01029': 4.143134726391533}]
UNDERTAKE;[{'01138': 5.529429087511423}]
PROPOSAL;[{'01103': 5.529429087511423}]
DISTINGUISHABLE;[{'01086': 5.529429087511423}]
CLEARLY;[{'01085': 4.430816798843313}, {'01036': 4.430816798843313}, {'01137': 4.430816798843313}]
DISTRESSING;[{'01036': 5.529429087511423}]
SEPARATED;[{'01059': 4.430816798843313}, {'01085': 4.430816798843313}, {'01160': 2.2154083994216567}]
JACKSON;[{'01098': 5.529429087511423}]
SEQUENCE;[{'01033': 4.430816798843313}, {'01091': 4.430816798843313}, {'01221': 4.430816798843313}]
RESPECTIVELY;[{'01114': 1.5657669073565263}, {'00989': 1.5657669073565263}, {'01016': 1.5657669073565263}, {'00983': 1.5657669073565263}, {'01151': 1.5657669073565263}, {'01027': 1.5657669073565263}, {'01083': 1.5657669073565263}, {'01210': 1.5657669073565263}, {'01200': 1.5657669073565263}, {'01137': 1.5657669073565263}, {'01197': 3.1315338147130527}]
METHOTHREXATE;[{'01029': 5.529429087511423}]
HYPERTROPHY;[{'01004': 5.529429087511423}]
CROMOGLYCATE;[{'01048': 5.529429087511423}]
MANNOSE;[{'01085': 5.529429087511423}]
WOMAN;[{'01136': 5.529429087511423}]
SYSTEMS;[{'01204': 4.430816798843313}, {'01192': 4.430816798843313}, {'01070': 4.430816798843313}]
UNSUCCESSFUL;[{'01096': 5.529429087511423}]
ACTIVE;[{'01221': 5.529429087511423}]
GERM;[{'01192': 5.529429087511423}]
ATTRIBUTABLE;[{'01201': 5.529429087511423}]
BACTERIUM;[{'00987': 4.836281906951478}, {'00988': 4.836281906951478}]
INTENSIVE;[{'01098': 5.529429087511423}]
HYPERURICEMIA;[{'01103': 5.529429087511423}]
GIVING;[{'01103': 5.529429087511423}]
EMPLOYMENT;[{'01232': 5.529429087511423}]
TERMINATED;[{'01000': 5.529429087511423}]
VITAMIN;[{'01107': 0.46097771350248246}, {'00992': 0.9219554270049649}, {'01115': 0.9219554270049649}, {'01106': 1.3829331405074474}, {'00985': 0.9219554270049649}, {'01108': 3.2268439945173775}, {'01215': 0.46097771350248246}, {'01190': 0.46097771350248246}, {'01218': 0.9219554270049649}, {'01239': 0.9219554270049649}]
CONTROLS;[{'00998': 0.47296073194625937}, {'01044': 0.47296073194625937}, {'01060': 0.9459214638925187}, {'01061': 0.47296073194625937}, {'01062': 0.9459214638925187}, {'01185': 0.9459214638925187}, {'01181': 0.47296073194625937}, {'01107': 0.47296073194625937}, {'01100': 0.9459214638925187}, {'01002': 0.47296073194625937}, {'01129': 1.418882195838778}, {'01142': 0.9459214638925187}, {'01085': 0.9459214638925187}, {'01222': 1.8918429277850375}, {'01162': 0.47296073194625937}, {'01204': 0.47296073194625937}, {'01205': 0.9459214638925187}, {'01201': 0.9459214638925187}, {'01228': 0.47296073194625937}, {'01198': 0.9459214638925187}, {'01050': 0.47296073194625937}, {'01055': 0.47296073194625937}, {'01054': 0.47296073194625937}, {'01057': 0.47296073194625937}, {'01056': 0.47296073194625937}, {'01074': 0.9459214638925187}, {'01070': 0.47296073194625937}, {'00993': 0.47296073194625937}, {'01131': 0.9459214638925187}, {'01117': 0.47296073194625937}, {'01239': 0.9459214638925187}, {'01121': 1.418882195838778}, {'01139': 0.47296073194625937}, {'01231': 0.47296073194625937}, {'01132': 0.47296073194625937}, {'01133': 0.47296073194625937}, {'01157': 0.9459214638925187}, {'01136': 0.47296073194625937}]
FORMATION;[{'00993': 4.836281906951478}, {'01141': 4.836281906951478}]
AIMED;[{'01083': 5.529429087511423}]
FOURTH;[{'01118': 4.430816798843313}, {'01098': 4.430816798843313}, {'00982': 4.430816798843313}]
ABNORMALITIES;[{'01110': 1.6134219972586887}, {'01136': 1.6134219972586887}, {'01016': 3.2268439945173775}, {'01013': 1.6134219972586887}, {'01237': 3.2268439945173775}, {'01041': 1.6134219972586887}, {'01047': 1.6134219972586887}, {'01045': 1.6134219972586887}, {'01192': 3.2268439945173775}, {'01194': 1.6134219972586887}]
NEGATIVELY;[{'01198': 4.836281906951478}, {'01053': 4.836281906951478}]
INTRODUCED;[{'01208': 4.430816798843313}, {'01036': 4.430816798843313}, {'01022': 4.430816798843313}]
SELDOM;[{'01000': 5.529429087511423}]
HLA;[{'01156': 1.2090704767378695}, {'01096': 4.836281906951478}]
MATCHED;[{'01107': 3.7376696182833684}, {'01030': 3.7376696182833684}, {'01213': 3.7376696182833684}, {'01083': 3.7376696182833684}, {'01239': 3.7376696182833684}, {'01201': 3.7376696182833684}]
DETAILED;[{'00999': 5.529429087511423}]
PHYSICIANS;[{'01017': 5.529429087511423}]
BARELY;[{'01125': 5.529429087511423}]
PERMITS;[{'01221': 5.529429087511423}]
RESISTANCE;[{'01086': 3.449987545831587}, {'01143': 3.449987545831587}, {'01003': 3.449987545831587}, {'01068': 3.449987545831587}, {'01144': 3.449987545831587}, {'01120': 3.449987545831587}, {'01065': 3.449987545831587}, {'01071': 3.449987545831587}]
INTERESTING;[{'01156': 4.430816798843313}, {'01099': 4.430816798843313}, {'01018': 4.430816798843313}]
SPECULATIVE;[{'01168': 5.529429087511423}]
LOWER;[{'01043': 1.1969674357911368}, {'01027': 1.1969674357911368}, {'01020': 1.1969674357911368}, {'00982': 1.1969674357911368}, {'01061': 1.1969674357911368}, {'01062': 1.1969674357911368}, {'01066': 1.1969674357911368}, {'01067': 1.1969674357911368}, {'01100': 1.1969674357911368}, {'01000': 1.1969674357911368}, {'01129': 1.1969674357911368}, {'01206': 1.1969674357911368}, {'01202': 1.1969674357911368}, {'01079': 1.1969674357911368}, {'01078': 1.1969674357911368}, {'01058': 1.1969674357911368}, {'01196': 2.3939348715822737}, {'00993': 1.1969674357911368}, {'01039': 1.1969674357911368}, {'01172': 1.1969674357911368}, {'01170': 1.1969674357911368}, {'01098': 1.1969674357911368}, {'01021': 2.3939348715822737}]
APPLICABLE;[{'01117': 5.529429087511423}]
TISSUE;[{'00988': 1.6134219972586887}, {'00989': 1.6134219972586887}, {'00987': 1.6134219972586887}, {'01002': 3.2268439945173775}, {'01236': 1.6134219972586887}, {'01175': 1.6134219972586887}, {'01045': 1.6134219972586887}, {'01171': 1.6134219972586887}, {'01156': 1.6134219972586887}, {'01157': 1.6134219972586887}]
HOMOZYGOTE;[{'01210': 4.836281906951478}, {'01160': 4.836281906951478}]
DOCUMENTED;[{'01106': 4.143134726391533}, {'01219': 4.143134726391533}, {'01105': 4.143134726391533}, {'01179': 4.143134726391533}]
JUSTIFIED;[{'01174': 4.836281906951478}, {'01099': 4.836281906951478}]
HORMONE;[{'01165': 5.529429087511423}]
METHODS;[{'01156': 4.430816798843313}, {'01149': 4.430816798843313}, {'01146': 4.430816798843313}]
LACKING;[{'00982': 5.529429087511423}]
THERAPEUTIC;[{'01095': 3.919991175077323}, {'01234': 3.919991175077323}, {'00990': 3.919991175077323}, {'01000': 3.919991175077323}, {'00994': 3.919991175077323}]
DROP;[{'01120': 5.529429087511423}]
TROPHICITY;[{'01217': 5.529429087511423}]
IMMUNODEFICIENCY;[{'00990': 5.529429087511423}]
THEORETICAL;[{'01233': 5.529429087511423}]
MEMBER;[{'01096': 5.529429087511423}]
INSURMOUNTABLE;[{'01040': 5.529429087511423}]
INVOLVING;[{'01194': 4.836281906951478}, {'01072': 4.836281906951478}]
MUTATION;[{'01204': 4.430816798843313}, {'01139': 4.430816798843313}, {'01144': 4.430816798843313}]
ATPASE;[{'01050': 5.529429087511423}]
SPECULATE;[{'01106': 5.529429087511423}]
YEARLY;[{'01213': 5.529429087511423}]
DIFFERENT;[{'01003': 1.1356662747449706}, {'01044': 1.1356662747449706}, {'01029': 1.1356662747449706}, {'01086': 1.1356662747449706}, {'01100': 1.1356662747449706}, {'01006': 1.1356662747449706}, {'01237': 1.1356662747449706}, {'01165': 1.1356662747449706}, {'01227': 1.1356662747449706}, {'01209': 1.1356662747449706}, {'01204': 1.1356662747449706}, {'01206': 1.1356662747449706}, {'01198': 1.1356662747449706}, {'01050': 1.1356662747449706}, {'01055': 1.1356662747449706}, {'01143': 1.1356662747449706}, {'01059': 1.1356662747449706}, {'01130': 1.1356662747449706}, {'01117': 1.1356662747449706}, {'01030': 1.1356662747449706}, {'01010': 1.1356662747449706}, {'01174': 1.1356662747449706}, {'01139': 1.1356662747449706}, {'01170': 1.1356662747449706}, {'01156': 2.2713325494899412}, {'01099': 1.1356662747449706}]
PREVALENT;[{'01108': 5.529429087511423}]
CONCLUSIONS;[{'01130': 5.529429087511423}]
AVERAGE;[{'00986': 3.58351893845611}, {'01171': 1.791759469228055}, {'01046': 1.791759469228055}, {'01081': 1.791759469228055}, {'01191': 1.791759469228055}, {'01206': 1.791759469228055}, {'01067': 3.58351893845611}]
STRIP;[{'01014': 5.529429087511423}]
STINGING;[{'01061': 5.529429087511423}]
ANOMALIES;[{'01156': 4.430816798843313}, {'01011': 4.430816798843313}, {'01185': 2.2154083994216567}]
SUMMARY;[{'01234': 5.529429087511423}]
SUGGESTING;[{'00989': 3.449987545831587}, {'01143': 3.449987545831587}, {'01237': 3.449987545831587}, {'01085': 3.449987545831587}, {'01120': 3.449987545831587}, {'01075': 3.449987545831587}, {'01099': 3.449987545831587}, {'01206': 3.449987545831587}]
MANGANESE;[{'01158': 5.529429087511423}]
INFILTRATION;[{'01113': 4.836281906951478}, {'01125': 4.836281906951478}]
UNITS;[{'01064': 5.529429087511423}]
EFAS;[{'01066': 5.529429087511423}]
WET;[{'00993': 5.529429087511423}]
RECURRING;[{'01104': 5.529429087511423}]
TRANSLATION;[{'01204': 5.529429087511423}]
OUTCOME;[{'01130': 4.836281906951478}, {'00999': 4.836281906951478}]
EVEN;[{'01078': 3.449987545831587}, {'01171': 3.449987545831587}, {'01000': 3.449987545831587}, {'01043': 3.449987545831587}, {'01040': 3.449987545831587}, {'01220': 3.449987545831587}, {'01081': 3.449987545831587}, {'01099': 3.449987545831587}]
TECHNICS;[{'00995': 5.529429087511423}]
LEAD;[{'01099': 3.919991175077323}, {'01004': 3.919991175077323}, {'01074': 3.919991175077323}, {'01037': 3.919991175077323}, {'01008': 3.919991175077323}]
CALCIUM;[{'01107': 3.919991175077323}, {'01026': 3.919991175077323}, {'01193': 3.919991175077323}, {'01201': 1.9599955875386614}, {'01185': 1.9599955875386614}]
HEPATOMEGALY;[{'01113': 5.529429087511423}]
PRODUCING;[{'00990': 4.836281906951478}, {'01090': 4.836281906951478}]
ACTIVATED;[{'01074': 4.836281906951478}, {'01070': 2.418140953475739}]
REPEATED;[{'01113': 3.449987545831587}, {'01078': 3.449987545831587}, {'01227': 3.449987545831587}, {'01216': 3.449987545831587}, {'01081': 3.449987545831587}, {'01137': 3.449987545831587}, {'01127': 3.449987545831587}, {'01067': 3.449987545831587}]
DISTORT;[{'01130': 5.529429087511423}]
UNTRAINED;[{'01052': 5.529429087511423}]
CHEMICAL;[{'01030': 4.836281906951478}, {'01092': 4.836281906951478}]
SOLUBLE;[{'01144': 5.529429087511423}]
WESTERN;[{'01232': 5.529429087511423}]
WIDELY;[{'01139': 4.430816798843313}, {'01064': 4.430816798843313}, {'01182': 4.430816798843313}]
