EFFORT;{'1164': 2.084576277934331, '497': 2.084576277934331, '1034': 2.084576277934331, '734': 2.084576277934331, '1093': 2.084576277934331, '370': 2.084576277934331, '264': 2.084576277934331, '484': 2.084576277934331, '432': 2.084576277934331, '1153': 2.084576277934331}
MYELOPEROXIDAS;{'306': 4.013126261506122}
NORMOCAPN;{'606': 4.013126261506122}
CATHOD;{'591': 4.556293181940865}
LAST;{'568': 1.805822676981502, '1024': 1.805822676981502, '856': 1.805822676981502, '544': 1.805822676981502, '1081': 1.805822676981502, '47': 1.805822676981502, '1151': 1.805822676981502, '617': 1.805822676981502, '870': 1.805822676981502, '86': 1.805822676981502, '61': 1.805822676981502, '331': 1.805822676981502, '650': 1.805822676981502, '188': 1.805822676981502, '826': 1.805822676981502, '821': 1.805822676981502, '503': 1.805822676981502, '79': 1.805822676981502, '499': 1.805822676981502}
FANCONI;{'776': 3.084576277934331}
NONCOMPETIT;{'956': 3.084576277934331}
ISOHEMAGGLUTININ;{'48': 3.084576277934331}
CAUCASIAN;{'882': 1.7835462822703494, '39': 1.7835462822703494, '880': 1.7835462822703494, '627': 1.7835462822703494, '1091': 1.7835462822703494, '1144': 2.3204472118887027, '442': 1.7835462822703494, '875': 1.7835462822703494, '881': 1.7835462822703494, '671': 1.7835462822703494, '901': 2.3204472118887027, '365': 1.7835462822703494, '431': 1.7835462822703494, '264': 1.7835462822703494, '281': 1.7835462822703494, '510': 2.3204472118887027, '871': 2.3204472118887027, '1033': 1.7835462822703494, '104': 2.8573481415070554, '822': 1.7835462822703494}
FUCOS;{'633': 3.4068694306125034, '23': 2.3064250275506875, '561': 2.3064250275506875, '528': 3.4068694306125034, '1064': 2.3064250275506875, '1196': 2.3064250275506875}
LUMIN;{'1121': 2.3856062735983117, '1017': 2.3856062735983117, '66': 2.3856062735983117, '867': 2.3856062735983117, '864': 2.3856062735983117}
CONCURR;{'726': 2.4825162866063684, '749': 3.229828153599246, '509': 2.4825162866063684, '475': 2.4825162866063684}
CARCINOMA;{'652': 3.0007281435935687, '334': 2.3064250275506875, '1075': 2.3064250275506875, '1124': 2.3064250275506875, '553': 3.0007281435935687, '41': 3.0007281435935687}
BRUSH;{'723': 2.7835462822703496, '755': 3.621477207552684}
PALMIT;{'414': 3.4068694306125034, '604': 2.3064250275506875, '878': 2.3064250275506875, '876': 3.0007281435935687, '278': 2.3064250275506875, '711': 2.3064250275506875}
INTUB;{'150': 2.6074550232146683, '943': 2.6074550232146683, '602': 2.6074550232146683}
CHLORID;{'1167': 1.3064250275506872, '559': 1.3064250275506872, '313': 1.3064250275506872, '337': 1.6996981479295872, '981': 1.6996981479295872, '1201': 1.3064250275506872, '314': 1.3064250275506872, '776': 1.3064250275506872, '274': 1.3064250275506872, '65': 2.4104822577593445, '179': 1.3064250275506872, '798': 1.3064250275506872, '797': 1.3064250275506872, '795': 1.9297481758928405, '268': 1.3064250275506872, '793': 1.3064250275506872, '719': 1.3064250275506872, '929': 1.3064250275506872, '1058': 1.3064250275506872, '875': 1.6996981479295872, '955': 1.3064250275506872, '978': 2.3230212962717403, '818': 2.3230212962717403, '1120': 1.6996981479295872, '404': 1.6996981479295872, '403': 1.3064250275506872, '324': 1.6996981479295872, '325': 1.3064250275506872, '189': 1.3064250275506872, '362': 1.3064250275506872, '913': 1.6996981479295872, '817': 1.9297481758928405, '995': 1.6996981479295872, '996': 2.2195769347224745, '773': 1.3064250275506872, '1215': 1.6996981479295872, '638': 1.3064250275506872, '716': 1.6996981479295872, '441': 1.3064250275506872, '677': 2.092971268308487, '565': 1.3064250275506872, '376': 1.6996981479295872, '261': 1.9297481758928405, '927': 1.3064250275506872, '91': 1.9297481758928405, '225': 1.3064250275506872, '219': 1.3064250275506872, '94': 1.3064250275506872, '611': 1.3064250275506872, '781': 1.3064250275506872, '1186': 1.3064250275506872, '1183': 1.3064250275506872, '19': 1.3064250275506872, '470': 1.3064250275506872, '1105': 1.6996981479295872, '471': 1.9297481758928405, '297': 1.3064250275506872, '1000': 1.3064250275506872, '823': 1.3064250275506872, '1109': 1.3064250275506872}
DISAPPEAR;{'201': 2.3064250275506875, '1227': 2.3064250275506875, '413': 2.3064250275506875, '209': 2.3064250275506875, '766': 2.3064250275506875, '94': 2.3064250275506875}
AMINO;{'14': 1.9706329256274941, '1221': 1.9706329256274941, '23': 1.9706329256274941, '443': 1.9706329256274941, '466': 1.9706329256274941, '1197': 1.9706329256274941, '374': 1.9706329256274941, '393': 1.9706329256274941, '46': 1.9706329256274941, '430': 1.9706329256274941, '185': 1.9706329256274941, '1011': 1.9706329256274941, '500': 1.9706329256274941}
HANK;{'18': 3.084576277934331}
ADELAID;{'1148': 3.084576277934331}
SULPHOMUCIN;{'1121': 2.7835462822703496, '895': 4.459408132835018}
HANN;{'279': 3.084576277934331}
EMPIR;{'911': 3.084576277934331}
THORACTOMI;{'193': 3.084576277934331}
HAND;{'693': 1.805822676981502, '786': 2.349429469603163, '592': 1.805822676981502, '1146': 2.349429469603163, '755': 1.805822676981502, '946': 1.805822676981502, '860': 1.805822676981502, '563': 1.805822676981502, '1168': 1.805822676981502, '873': 1.805822676981502, '529': 1.805822676981502, '115': 1.805822676981502, '1058': 1.805822676981502, '377': 1.805822676981502, '103': 1.805822676981502, '248': 1.805822676981502, '118': 1.805822676981502, '658': 1.805822676981502, '105': 1.805822676981502}
SUPPLI;{'197': 2.4825162866063684, '792': 2.4825162866063684, '539': 2.4825162866063684, '220': 2.4825162866063684}
NEUTROPHIL;{'1095': 2.7835462822703496, '609': 2.7835462822703496}
WINTER;{'997': 3.084576277934331}
ENVIRONMENT;{'471': 2.3064250275506875, '395': 2.3064250275506875, '624': 2.3064250275506875, '235': 2.3064250275506875, '1079': 2.3064250275506875, '1134': 2.3064250275506875}
THERAPI;{'970': 3.084576277934331}
HETEROMACROMOLECUL;{'500': 3.084576277934331}
IMMERS;{'116': 2.3064250275506875, '1188': 2.3064250275506875, '1121': 2.3064250275506875, '294': 3.0007281435935687, '119': 2.3064250275506875, '105': 3.0007281435935687}
SEPHARDIM;{'880': 3.084576277934331}
DURAT;{'1142': 2.5638525466844375, '459': 1.9706329256274941, '202': 1.9706329256274941, '1188': 1.9706329256274941, '209': 1.9706329256274941, '556': 1.9706329256274941, '379': 1.9706329256274941, '75': 1.9706329256274941, '267': 1.9706329256274941, '7': 1.9706329256274941, '648': 1.9706329256274941, '931': 1.9706329256274941, '348': 1.9706329256274941}
PERSON;{'216': 1.6074550232146683, '308': 1.6074550232146683, '989': 2.091347201883025, '1173': 2.091347201883025, '1172': 1.6074550232146683, '983': 1.6074550232146683, '760': 1.6074550232146683, '981': 1.6074550232146683, '608': 1.6074550232146683, '552': 1.6074550232146683, '448': 1.6074550232146683, '65': 2.091347201883025, '235': 1.6074550232146683, '673': 1.6074550232146683, '868': 1.6074550232146683, '1040': 1.6074550232146683, '961': 2.091347201883025, '517': 2.3744059807962747, '1': 1.6074550232146683, '346': 1.6074550232146683, '404': 1.6074550232146683, '652': 1.6074550232146683, '187': 1.6074550232146683, '185': 2.091347201883025, '803': 1.6074550232146683, '476': 2.091347201883025, '478': 1.6074550232146683, '285': 2.3744059807962747, '935': 1.6074550232146683, '4': 1.6074550232146683}
EXPERIMENT;{'742': 1.5530973608920757, '1160': 1.5530973608920757, '745': 1.5530973608920757, '445': 1.5530973608920757, '674': 1.5530973608920757, '442': 1.5530973608920757, '1218': 1.5530973608920757, '1156': 1.5530973608920757, '1203': 1.5530973608920757, '1202': 1.5530973608920757, '498': 1.5530973608920757, '333': 1.5530973608920757, '1223': 1.5530973608920757, '504': 1.5530973608920757, '78': 1.5530973608920757, '1068': 1.5530973608920757, '1004': 1.5530973608920757, '1188': 1.5530973608920757, '1191': 1.5530973608920757, '711': 1.5530973608920757, '1197': 1.5530973608920757, '107': 1.5530973608920757, '542': 1.5530973608920757, '1205': 1.5530973608920757, '721': 1.5530973608920757, '652': 1.5530973608920757, '647': 1.5530973608920757, '1116': 1.5530973608920757, '1016': 1.5530973608920757, '549': 1.5530973608920757, '443': 1.5530973608920757, '936': 1.5530973608920757, '359': 1.5530973608920757, '646': 2.020626252707158}
PRIMARI;{'586': 1.3685729342995319, '768': 1.3685729342995319, '601': 1.3685729342995319, '156': 1.3685729342995319, '572': 1.3685729342995319, '571': 1.3685729342995319, '330': 1.3685729342995319, '193': 1.3685729342995319, '552': 1.3685729342995319, '270': 1.3685729342995319, '498': 1.3685729342995319, '499': 1.3685729342995319, '67': 1.3685729342995319, '494': 1.3685729342995319, '237': 1.3685729342995319, '84': 1.3685729342995319, '959': 1.3685729342995319, '855': 1.3685729342995319, '856': 1.3685729342995319, '1111': 1.3685729342995319, '1059': 1.3685729342995319, '322': 1.3685729342995319, '919': 1.3685729342995319, '343': 1.3685729342995319, '1119': 1.780554438777562, '812': 1.3685729342995319, '760': 1.3685729342995319, '360': 1.3685729342995319, '408': 1.3685729342995319, '1177': 1.3685729342995319, '569': 1.3685729342995319, '202': 1.780554438777562, '582': 1.3685729342995319, '1093': 1.3685729342995319, '441': 1.3685729342995319, '122': 1.3685729342995319, '260': 1.3685729342995319, '553': 1.780554438777562, '660': 1.3685729342995319, '423': 1.3685729342995319, '909': 1.3685729342995319, '1148': 1.3685729342995319, '969': 1.3685729342995319, '424': 1.3685729342995319, '538': 1.3685729342995319, '517': 1.3685729342995319, '891': 1.3685729342995319, '922': 1.3685729342995319, '800': 1.3685729342995319, '292': 1.3685729342995319, '430': 1.3685729342995319, '239': 1.780554438777562}
DYSPNEA;{'724': 2.7835462822703496, '56': 2.7835462822703496}
ACCORD;{'1165': 1.669602929963513, '1083': 1.669602929963513, '895': 1.669602929963513, '1129': 1.669602929963513, '612': 1.669602929963513, '1098': 1.669602929963513, '661': 1.669602929963513, '60': 1.669602929963513, '825': 1.669602929963513, '241': 1.669602929963513, '169': 1.669602929963513, '489': 1.669602929963513, '242': 1.669602929963513, '485': 1.669602929963513, '167': 1.669602929963513, '172': 1.669602929963513, '84': 1.669602929963513, '12': 1.669602929963513, '792': 1.669602929963513, '419': 1.669602929963513, '415': 1.669602929963513, '7': 1.669602929963513, '436': 1.669602929963513, '922': 1.669602929963513, '549': 1.669602929963513, '820': 1.669602929963513}
COMPUT;{'674': 2.4825162866063684, '93': 2.4825162866063684, '664': 2.4825162866063684, '87': 2.4825162866063684}
HEPATOTOX;{'800': 2.7835462822703496, '59': 2.7835462822703496}
BED;{'100': 2.6074550232146683, '1004': 2.6074550232146683, '703': 2.6074550232146683}
EVOK;{'164': 2.7835462822703496, '363': 2.7835462822703496}
BACTEROID;{'1173': 3.084576277934331}
END;{'775': 2.130333768495006, '215': 2.130333768495006, '886': 3.412922498680775, '185': 2.130333768495006, '705': 2.130333768495006, '563': 2.130333768495006, '858': 2.7716281335878907, '1180': 2.130333768495006, '354': 2.130333768495006}
DECAD;{'13': 2.3064250275506875, '179': 2.3064250275506875, '386': 2.3064250275506875, '821': 2.3064250275506875, '830': 2.3064250275506875, '1000': 2.3064250275506875}
HYDROGEN;{'676': 2.7835462822703496, '1167': 2.7835462822703496}
UNRESPONS;{'1077': 3.621477207552684, '905': 2.7835462822703496}
ICUL;{'575': 3.084576277934331}
EXHIBIT;{'1231': 1.7421535971121245, '612': 1.7421535971121245, '779': 1.7421535971121245, '1201': 1.7421535971121245, '588': 1.7421535971121245, '258': 1.7421535971121245, '1047': 1.7421535971121245, '250': 1.7421535971121245, '230': 2.2665940868967764, '85': 1.7421535971121245, '10': 1.7421535971121245, '1027': 1.7421535971121245, '973': 1.7421535971121245, '840': 1.7421535971121245, '1076': 1.7421535971121245, '405': 2.2665940868967764, '1181': 1.7421535971121245, '654': 1.7421535971121245, '680': 1.7421535971121245, '425': 2.2665940868967764, '503': 1.7421535971121245, '501': 1.7421535971121245}
BELONG;{'855': 2.130333768495006, '345': 2.130333768495006, '198': 2.130333768495006, '244': 2.130333768495006, '555': 2.130333768495006, '554': 2.7716281335878907, '242': 2.130333768495006, '778': 2.130333768495006, '661': 2.130333768495006}
DISAGRE;{'898': 3.084576277934331}
CLEARLI;{'120': 1.805822676981502, '607': 1.805822676981502, '71': 1.805822676981502, '1137': 1.805822676981502, '1122': 1.805822676981502, '56': 1.805822676981502, '865': 1.805822676981502, '1085': 1.805822676981502, '307': 1.805822676981502, '726': 1.805822676981502, '76': 1.805822676981502, '655': 1.805822676981502, '395': 1.805822676981502, '280': 1.805822676981502, '278': 1.805822676981502, '507': 1.805822676981502, '174': 1.805822676981502, '1036': 1.805822676981502, '961': 1.805822676981502}
RENIN;{'781': 3.084576277934331}
INBREED;{'664': 3.084576277934331}
SALMONELLOSI;{'487': 3.084576277934331}
ROSENSTEIN;{'798': 3.084576277934331}
BIRD;{'263': 3.084576277934331}
AMINOCAPROYL;{'621': 3.084576277934331}
ETHACRYN;{'125': 3.621477207552684, '765': 3.621477207552684}
MONOZYGOT;{'756': 3.084576277934331}
PLEURAL;{'363': 4.177299371879343, '193': 2.6074550232146683, '907': 3.8515272355159373}
GRAPH;{'258': 3.084576277934331}
MALODOR;{'297': 3.084576277934331}
CHROMOSOM;{'117': 2.8381790996458083, '215': 2.181486290942387, '634': 2.181486290942387, '14': 3.2223197672305615, '67': 2.181486290942387, '1156': 2.8381790996458083, '503': 2.181486290942387, '360': 2.181486290942387}
DETECT;{'216': 0.9055993306411615, '1143': 0.9055993306411615, '627': 0.9055993306411615, '668': 0.9055993306411615, '573': 0.9055993306411615, '334': 1.1782118932173746, '577': 1.1782118932173746, '764': 0.9055993306411615, '219': 0.9055993306411615, '144': 0.9055993306411615, '178': 1.1782118932173746, '252': 0.9055993306411615, '69': 0.9055993306411615, '175': 0.9055993306411615, '251': 1.1782118932173746, '253': 0.9055993306411615, '225': 1.5385860987061097, '492': 0.9055993306411615, '24': 1.1782118932173746, '344': 0.9055993306411615, '20': 1.1782118932173746, '972': 0.9055993306411615, '1174': 1.1782118932173746, '289': 1.1782118932173746, '982': 0.9055993306411615, '403': 0.9055993306411615, '341': 0.9055993306411615, '401': 0.9055993306411615, '343': 0.9055993306411615, '739': 1.4508244557935877, '280': 0.9055993306411615, '1030': 0.9055993306411615, '503': 0.9055993306411615, '547': 0.9055993306411615, '1212': 0.9055993306411615, '994': 0.9055993306411615, '310': 0.9055993306411615, '746': 1.4508244557935877, '1215': 0.9055993306411615, '717': 0.9055993306411615, '716': 0.9055993306411615, '509': 1.1782118932173746, '564': 0.9055993306411615, '710': 0.9055993306411615, '120': 1.1782118932173746, '261': 0.9055993306411615, '260': 1.337680019549959, '264': 0.9055993306411615, '610': 0.9055993306411615, '968': 0.9055993306411615, '269': 0.9055993306411615, '574': 1.337680019549959, '223': 1.1782118932173746, '221': 0.9055993306411615, '235': 0.9055993306411615, '465': 0.9055993306411615, '1027': 0.9055993306411615, '14': 0.9055993306411615, '55': 1.337680019549959, '54': 0.9055993306411615, '1044': 0.9055993306411615, '1029': 0.9055993306411615, '864': 0.9055993306411615, '379': 1.337680019549959, '378': 0.9055993306411615, '535': 1.337680019549959, '534': 1.337680019549959, '860': 1.4508244557935877, '370': 1.1782118932173746, '622': 0.9055993306411615, '293': 1.1782118932173746, '750': 0.9055993306411615, '740': 0.9055993306411615, '1086': 0.9055993306411615, '631': 0.9055993306411615, '19': 1.1782118932173746, '744': 1.337680019549959, '597': 0.9055993306411615, '1095': 0.9055993306411615, '313': 1.1782118932173746, '400': 0.9055993306411615, '707': 0.9055993306411615, '986': 0.9055993306411615, '190': 0.9055993306411615, '192': 0.9055993306411615, '1204': 1.337680019549959, '494': 0.9055993306411615, '117': 0.9055993306411615, '1211': 0.9055993306411615, '1200': 0.9055993306411615, '112': 0.9055993306411615, '234': 0.9055993306411615, '83': 0.9055993306411615, '236': 1.337680019549959, '86': 0.9055993306411615, '738': 1.1782118932173746, '569': 1.1782118932173746, '959': 0.9055993306411615, '726': 1.1782118932173746, '560': 0.9055993306411615, '877': 0.9055993306411615, '875': 0.9055993306411615, '277': 1.1782118932173746, '956': 1.337680019549959, '674': 0.9055993306411615, '3': 1.1782118932173746, '232': 1.1782118932173746, '368': 1.1782118932173746, '949': 1.4508244557935877, '420': 0.9055993306411615, '328': 0.9055993306411615, '528': 0.9055993306411615, '529': 1.1782118932173746, '360': 1.4508244557935877, '1234': 0.9055993306411615, '890': 0.9055993306411615, '1236': 0.9055993306411615, '1237': 1.1782118932173746, '141': 1.1782118932173746, '304': 0.9055993306411615, '302': 0.9055993306411615, '1130': 0.9055993306411615, '447': 0.9055993306411615, '1136': 1.337680019549959, '307': 0.9055993306411615, '383': 0.9055993306411615, '71': 0.9055993306411615, '387': 0.9055993306411615, '973': 0.9055993306411615, '482': 1.337680019549959, '105': 0.9055993306411615, '263': 1.337680019549959, '786': 0.9055993306411615, '38': 1.4508244557935877, '1045': 1.1782118932173746, '840': 0.9055993306411615, '821': 0.9055993306411615, '609': 0.9055993306411615, '888': 0.9055993306411615, '849': 1.337680019549959, '34': 0.9055993306411615, '1191': 0.9055993306411615, '954': 1.1782118932173746, '645': 0.9055993306411615, '644': 1.1782118932173746, '572': 0.9055993306411615, '646': 0.9055993306411615, '510': 0.9055993306411615, '1176': 0.9055993306411615, '67': 0.9055993306411615, '1001': 1.1782118932173746}
LYSOPHOSPHATIDYCHOLIN;{'604': 3.084576277934331}
MONOSPECIF;{'1236': 3.084576277934331}
YARDSTICK;{'629': 3.084576277934331}
POLYP;{'398': 1.9084850188786497, '15': 2.4829962558364627, '23': 2.4829962558364627, '982': 2.4829962558364627, '29': 1.9084850188786497, '333': 1.9084850188786497, '41': 2.4829962558364627, '322': 1.9084850188786497, '733': 1.9084850188786497, '732': 1.9084850188786497, '771': 3.7296425525207697, '250': 2.8190637856997096, '435': 1.9084850188786497, '683': 3.5213419677295685, '1125': 3.2424588007994863}
WARREN;{'213': 3.084576277934331}
NON;{'68': 2.7835462822703496, '709': 2.7835462822703496}
HYPERURICEMIA;{'1103': 2.7835462822703496, '897': 4.11163537703743}
FAIRLI;{'389': 2.4825162866063684, '175': 2.4825162866063684, '196': 2.4825162866063684, '992': 2.4825162866063684}
FRONTAL;{'250': 3.084576277934331}
BOUNDARI;{'705': 3.084576277934331}
PANCREA;{'872': 1.6045836200992343, '707': 1.2333179292152556, '1124': 1.6045836200992343, '662': 1.2333179292152556, '333': 1.8217601270706942, '314': 1.8217601270706942, '585': 1.2333179292152556, '396': 1.2333179292152556, '584': 1.2333179292152556, '798': 1.2333179292152556, '172': 1.2333179292152556, '254': 1.2333179292152556, '860': 1.2333179292152556, '101': 1.2333179292152556, '851': 1.2333179292152556, '791': 2.1930258179546724, '96': 1.6045836200992343, '508': 1.2333179292152556, '955': 1.8217601270706942, '724': 1.2333179292152556, '1197': 1.2333179292152556, '41': 1.2333179292152556, '344': 1.2333179292152556, '345': 1.2333179292152556, '405': 1.6045836200992343, '181': 1.2333179292152556, '652': 1.8217601270706942, '522': 2.0953701675465326, '545': 1.2333179292152556, '549': 1.6045836200992343, '426': 1.2333179292152556, '1175': 1.2333179292152556, '776': 1.2333179292152556, '756': 1.2333179292152556, '719': 1.2333179292152556, '300': 1.2333179292152556, '301': 1.2333179292152556, '441': 1.2333179292152556, '303': 1.2333179292152556, '1206': 1.2333179292152556, '1200': 1.2333179292152556, '77': 1.6045836200992343, '262': 1.2333179292152556, '260': 1.2333179292152556, '209': 1.2333179292152556, '325': 1.6045836200992343, '615': 1.2333179292152556, '297': 1.2333179292152556, '226': 1.2333179292152556, '100': 1.2333179292152556, '462': 1.8217601270706942, '163': 1.2333179292152556, '99': 1.2333179292152556, '189': 1.2333179292152556, '878': 1.2333179292152556, '962': 1.2333179292152556, '350': 1.8217601270706942, '32': 1.2333179292152556, '1184': 1.6045836200992343, '1008': 1.6045836200992343, '788': 1.6045836200992343, '864': 1.2333179292152556, '789': 1.2333179292152556, '650': 1.2333179292152556, '643': 2.27559249390951, '413': 1.2333179292152556, '649': 1.2333179292152556, '648': 1.2333179292152556, '1002': 1.8217601270706942, '683': 1.2333179292152556, '169': 1.2333179292152556}
HYPOGONAD;{'42': 2.7835462822703496, '836': 2.7835462822703496}
VITAMIN;{'212': 1.5660623380564433, '468': 2.037494076891099, '157': 2.3132639657591416, '1215': 1.5660623380564433, '1155': 1.5660623380564433, '1218': 2.037494076891099, '1239': 2.037494076891099, '985': 2.3132639657591416, '794': 2.784695704593797, '276': 1.5660623380564433, '165': 2.784695704593797, '126': 2.508925815725754, '414': 3.310567068832521, '974': 1.5660623380564433, '603': 1.5660623380564433, '878': 2.784695704593797, '970': 2.037494076891099, '46': 1.5660623380564433, '1190': 1.5660623380564433, '992': 2.037494076891099, '943': 1.5660623380564433, '581': 2.3132639657591416, '1107': 2.037494076891099, '1106': 2.508925815725754, '443': 1.5660623380564433, '1115': 2.660692937278231, '413': 1.5660623380564433, '296': 2.508925815725754, '510': 1.5660623380564433, '362': 1.5660623380564433, '676': 3.1321246761128867, '1108': 2.9803575545604093, '804': 1.5660623380564433}
UNTOWARD;{'101': 2.7835462822703496, '962': 2.7835462822703496}
PANCREX;{'49': 3.084576277934331}
